,typ,iLTs,ACR,net_delay,mouse_clicks,subject
20,map,"1555081015471:10944,1555081060403",1,2000ms,"-9:Down:1555080992317:104:168:0,up:1555080992395:104-168:0,up:1555080996131:127-184:0,up:1555081006355:99-93:0,up:1555081006525:99-93:0,up:1555081006819:99-93:0,up:1555081006996:99-93:0,up:1555081007259:99-93:0,up:1555081007435:100-93:0,up:1555081007683:100-93:0,up:1555081008107:102-87:0,up:1555081008275:103-87:0,up:1555081008659:103-87:0,up:1555081008931:103-87:0,up:1555081009091:103-87:0,up:1555081009459:104-86:0,up:1555081009731:104-86:0,up:1555081009915:104-86:0,up:1555081010355:104-86:0,up:1555081010547:104-86:0,-9:Down:1555081014061:849:478:0,up:1555081014644:776-430:0,-9:Down:1555081015166:770:423:0,up:1555081015404:610-294:0,-9:Down:1555081016157:651:316:0,up:1555081016700:636-354:0,-9:Down:1555081018391:635:355:0,up:1555081018725:622-410:0,10944:Down:1555081027230:1045:420:0,up:1555081027468:765-605:0,-9:Down:1555081027789:689:399:0,up:1555081027972:694-643:0,-9:Down:1555081028261:689:391:0,up:1555081028468:689-773:0,-9:Down:1555081028766:686:498:0,up:1555081028956:656-716:0,-9:Down:1555081029285:688:477:0,up:1555081030044:721-586:0,-9:Down:1555081032851:642:563:0,up:1555081033276:775-413:0,-9:Down:1555081034205:760:463:0,up:1555081034428:763-361:0,-9:Down:1555081034781:799:361:0,up:1555081035004:661-427:0,-9:Down:1555081037637:555:354:0,up:1555081037876:721-86:0,-9:Down:1555081038269:695:346:0,up:1555081038468:815-146:0,-9:Down:1555081038748:821:429:0,up:1555081038908:544-30:0,-9:Down:1555081039358:736:336:0,up:1555081039540:577-29:0,-9:Down:1555081039996:782:283:0,up:1555081040324:1004-105:0,-9:Down:1555081040861:863:131:0,up:1555081041020:684-493:0,-9:Down:1555081041310:742:317:0,up:1555081041460:583-760:0,-9:Down:1555081041748:585:432:0,up:1555081041941:689-873:0,-9:Down:1555081043036:482:483:0,up:1555081043212:784-406:0,-9:Down:1555081043756:746:458:0,up:1555081043884:794-266:0,-9:Down:1555081044549:776:413:0,up:1555081044772:641-541:0,-9:Down:1555081045189:681:434:0,up:1555081045364:494-495:0,-9:Down:1555081045694:525:420:0,up:1555081045892:485-527:0,-9:Down:1555081046397:489:476:0,up:1555081046596:540-539:0,-9:Down:1555081046988:540:539:0,up:1555081047132:953-89:0,-9:Down:1555081047659:864:298:0,up:1555081047860:574--25:0,-9:Down:1555081048261:1128:308:0,up:1555081049188:406-926:0,-9:Down:1555081049532:534:538:0,up:1555081049868:762-924:0,-9:Down:1555081050309:572:528:0,up:1555081051356:882-667:0,-9:Down:1555081052398:878:539:0,up:1555081052644:820-428:0,-9:Down:1555081054861:603:439:0,up:1555081055084:781-163:0,-9:Down:1555081055436:794:375:0,up:1555081055588:666-44:0,-9:Down:1555081056172:664:354:0,up:1555081056364:755-55:0,-9:Down:1555081056789:834:344:0,up:1555081056987:534-100:0,-9:Down:1555081057637:572:258:0,up:1555081058476:883-666:0,-9:Down:1555081059219:775:358:0,up:1555081059420:649-586:0,-9:Down:1555081059703:649:330:0,up:1555081059844:752-729:0,-9:Down:1555081060173:740:455:0,up:1555081060405:578-763:0,-9:Down:1555081061748:650:720:0,up:1555081061827:650-720:0,-9:Down:1555081063059:477:780:0,up:1555081063131:477-780:0,-9:Down:1555081064355:642:837:0,up:1555081064435:642-837:0",2
21,map,"1555081064455:4307,1555081070228:3635,1555081081684:3232,1555081085780:806,1555081090358:2827",3,400ms,"-9:Down:1555081066036:82:176:0,up:1555081066107:82-176:0,-9:Down:1555081066436:92:159:0,up:1555081066508:92-159:0,up:1555081069979:123-192:0,up:1555081077955:85-89:0,up:1555081078156:86-89:0,up:1555081078411:86-89:0,up:1555081078795:86-89:0,up:1555081079003:86-89:0,-9:Down:1555081079821:1049:297:0,up:1555081080100:709-487:0,-9:Down:1555081080484:728:340:0,up:1555081080652:478-565:0,-9:Down:1555081080932:428:342:0,up:1555081081172:575-628:0,-9:Down:1555081081468:633:450:0,up:1555081081686:536-610:0,-9:Down:1555081082444:605:434:0,up:1555081082636:537-533:0,-9:Down:1555081084526:571:448:0,up:1555081084668:640-305:0,3232:Down:1555081085060:623:453:0,up:1555081085844:595--71:0,-9:Down:1555081086382:591:173:0,up:1555081086668:516-756:0,806:Down:1555081086932:646:460:0,up:1555081087132:593-559:0,806:Down:1555081088676:113:131:0,up:1555081088763:113-131:0,806:Down:1555081088828:113:131:0,up:1555081088923:113-131:0,up:1555081089499:101-126:0,up:1555081089684:101-126:0,up:1555081090091:101-126:0,-9:Down:1555081092260:585:718:0,up:1555081092323:585-718:0,2827:Down:1555081094724:603:786:0,up:1555081094787:603-786:0,2827:Down:1555081095845:659:816:0,up:1555081095900:659-816:0",2
22,map,"1555081096189:5789,1555081102367:5467,1555081122987:1758,1555081133583:1,1555081134590:1210,1555081136932:1221",3,600ms,"-9:Down:1555081098428:103:154:0,up:1555081098499:103-154:0,up:1555081102099:156-198:0,up:1555081112387:110-97:0,up:1555081112747:110-97:0,up:1555081113011:110-97:0,up:1555081113211:110-97:0,-9:Down:1555081113869:891:297:0,up:1555081114060:652-150:0,-9:Down:1555081114518:655:157:0,up:1555081114756:643-275:0,-9:Down:1555081115036:726:188:0,up:1555081115260:643-380:0,-9:Down:1555081115646:686:230:0,up:1555081115845:569-417:0,-9:Down:1555081116268:613:229:0,up:1555081116892:743-607:0,-9:Down:1555081117222:848:381:0,up:1555081117469:686-640:0,-9:Down:1555081118180:695:469:0,up:1555081118366:660-533:0,-9:Down:1555081120926:601:524:0,up:1555081121084:643-310:0,-9:Down:1555081121555:566:409:0,up:1555081121740:558-162:0,-9:Down:1555081122111:580:444:0,up:1555081122252:565-150:0,-9:Down:1555081122759:582:271:0,up:1555081122941:622-81:0,-9:Down:1555081124244:619:208:0,up:1555081125156:694--71:0,-9:Down:1555081125917:561:232:0,up:1555081126220:468-97:0,-9:Down:1555081126276:471:103:0,up:1555081126429:577-444:0,-9:Down:1555081126812:552:279:0,up:1555081126964:593-393:0,-9:Down:1555081127263:557:267:0,up:1555081128652:475--71:0,-9:Down:1555081129124:696:199:0,up:1555081129780:614-635:0,-9:Down:1555081130109:410:364:0,up:1555081130310:890-622:0,-9:Down:1555081130652:675:319:0,up:1555081130870:765-582:0,-9:Down:1555081131325:811:326:0,up:1555081131588:470-616:0,-9:Down:1555081132140:602:479:0,up:1555081132309:783-238:0,-9:Down:1555081132748:882:474:0,up:1555081132910:748-102:0,-9:Down:1555081133300:769:279:0,up:1555081134060:830-510:0,1:Down:1555081134299:885:206:0,up:1555081134916:724-92:0,-9:Down:1555081135244:702:259:0,up:1555081135740:607--11:0,1210:Down:1555081136086:602:99:0,up:1555081136364:725-653:0,1210:Down:1555081136628:694:373:0,up:1555081137012:579-619:0,1221:Down:1555081141148:585:716:0,up:1555081141243:585-716:0,1221:Down:1555081142629:608:781:0,up:1555081142699:608-781:0,1221:Down:1555081143220:637:833:0,up:1555081143276:637-833:0",2
23,map,"1555081143292:1138,1555081149016:1080,1555081151814:938,1555081153113:234,1555081155678:235,1555081156610:244,1555081157665:300,1555081161297:865,1555081163896:659",3,110ms,"-9:Down:1555081144292:90:163:0,up:1555081144371:90-164:0,up:1555081148763:148-197:0,up:1555081151420:106-92:0,up:1555081151596:106-92:0,up:1555081151804:106-92:0,up:1555081152012:106-92:0,up:1555081152212:106-92:0,938:Down:1555081152885:987:351:0,up:1555081153237:667-155:0,234:Down:1555081153916:701:260:0,up:1555081154060:668-378:0,234:Down:1555081155438:626:221:0,up:1555081155749:427-414:0,235:Down:1555081156229:587:183:0,up:1555081156765:459-460:0,244:Down:1555081157044:453:331:0,up:1555081157309:629-464:0,-9:Down:1555081157572:706:355:0,up:1555081157877:672-635:0,300:Down:1555081158190:694:415:0,up:1555081158717:810-175:0,300:Down:1555081159310:727:404:0,up:1555081159644:567-727:0,300:Down:1555081159871:702:450:0,up:1555081160181:485-570:0,up:1555081161044:94-111:0,up:1555081161198:94-111:0,-9:Down:1555081161765:443:483:0,up:1555081162493:506-290:0,up:1555081163643:110-126:0,-9:Down:1555081164174:565:256:0,up:1555081164309:558-273:0,659:Down:1555081165716:650:718:0,up:1555081165779:650-718:0,659:Down:1555081170955:544:785:0,up:1555081171020:544-785:0,659:Down:1555081172316:610:786:0,up:1555081172396:610-786:0,659:Down:1555081172796:609:818:0,up:1555081172875:609-818:0",2
24,sat,"1555081173089:1297,1555081178563:1358,1555081180729:1867,1555081184001:686,1555081185311:785,1555081186845:544,1555081189359:487",2,110ms,"0:Down:1555081174145:111:164:0,up:1555081174204:111-164:0,up:1555081178315:168-192:0,up:1555081180348:98-87:0,up:1555081180525:97-87:0,up:1555081180723:97-87:0,up:1555081180925:97-87:0,up:1555081181140:97-87:0,-9:Down:1555081181596:806:335:0,up:1555081181869:646-250:0,-9:Down:1555081182317:957:361:0,up:1555081182573:904-243:0,1867:Down:1555081183149:832:232:0,up:1555081183396:500-380:0,-9:Down:1555081183644:474:252:0,up:1555081183868:602-494:0,-9:Down:1555081184084:622:363:0,up:1555081184324:672-576:0,-9:Down:1555081184604:695:372:0,up:1555081184853:641-559:0,-9:Down:1555081185078:703:392:0,up:1555081185326:608-615:0,-9:Down:1555081185725:645:528:0,up:1555081186013:577-585:0,785:Down:1555081186620:621:370:0,up:1555081186847:520-452:0,up:1555081187812:92-108:0,up:1555081187949:92-108:0,up:1555081188331:92-108:0,-9:Down:1555081189093:486:489:0,up:1555081189404:486-325:0,487:Down:1555081191924:588:718:0,up:1555081192019:588-718:0,487:Down:1555081193316:534:778:0,up:1555081193395:534-778:0,487:Down:1555081193892:634:818:0,up:1555081193963:634-818:0",2
25,sat,1555081210351,1,1500ms,"-9:Down:1555081195021:103:168:0,up:1555081195100:103-168:0,up:1555081198227:157-192:0,up:1555081202212:106-85:0,up:1555081202381:106-85:0,up:1555081202564:106-85:0,up:1555081202764:106-85:0,up:1555081202956:106-85:0,up:1555081203132:106-85:0,up:1555081203292:106-85:0,up:1555081203483:106-85:0,-9:Down:1555081206437:780:296:0,up:1555081207548:608-285:0,-9:Down:1555081208902:630:238:0,up:1555081209086:477-363:0,-9:Down:1555081209326:532:235:0,up:1555081209501:332-464:0,-9:Down:1555081209764:532:275:0,up:1555081209955:677-595:0,-9:Down:1555081210269:701:381:0,up:1555081210917:578-379:0,-9:Down:1555081211525:511:546:0,up:1555081211749:636-110:0,-9:Down:1555081211877:637:105:0,up:1555081212220:525-709:0,-9:Down:1555081213028:647:719:0,up:1555081213115:647-719:0,-9:Down:1555081214245:469:780:0,up:1555081214315:469-780:0,-9:Down:1555081214868:620:823:0,up:1555081214964:620-823:0",2
26,sat,1555081233094,1,2000ms,"-9:Down:1555081216149:107:169:0,up:1555081216229:107-169:0,up:1555081220428:141-193:0,up:1555081226372:84-81:0,up:1555081226676:84-81:0,up:1555081226860:84-81:0,up:1555081227060:84-81:0,up:1555081227260:84-81:0,up:1555081227476:84-81:0,up:1555081227684:84-81:0,up:1555081227884:84-81:0,-9:Down:1555081228436:666:268:0,up:1555081228663:311-557:0,-9:Down:1555081229191:496:301:0,up:1555081229965:504-786:0,-9:Down:1555081230637:499:347:0,up:1555081231084:500-23:0,-9:Down:1555081231421:557:311:0,up:1555081231596:609-32:0,-9:Down:1555081232357:516:298:0,up:1555081232996:276-515:0,-9:Down:1555081233302:523:208:0,up:1555081233525:555-609:0,-9:Down:1555081233878:677:337:0,up:1555081234133:636-480:0,-9:Down:1555081235101:646:719:0,up:1555081235179:648-720:0,-9:Down:1555081236076:469:774:0,up:1555081236164:469-774:0,-9:Down:1555081236910:475:777:0,up:1555081236995:475-777:0,-9:Down:1555081238452:631:833:0,up:1555081238540:631-833:0",2
27,sat,1555081270325,1,1100ms,"-9:Down:1555081239781:83:178:0,up:1555081239876:83-178:0,-9:Down:1555081240109:84:171:0,up:1555081240188:84-171:0,up:1555081240884:132-153:0,up:1555081245900:134-180:0,up:1555081256676:102-80:0,up:1555081256963:102-80:0,up:1555081257252:102-80:0,-9:Down:1555081257957:904:289:0,up:1555081258277:781-192:0,-9:Down:1555081259231:822:323:0,up:1555081259965:501-308:0,-9:Down:1555081260533:632:145:0,up:1555081260775:550-227:0,-9:Down:1555081261012:572:169:0,up:1555081261188:731-731:0,-9:Down:1555081261606:622:418:0,up:1555081261796:438-553:0,-9:Down:1555081262084:526:388:0,up:1555081262837:833-184:0,-9:Down:1555081263317:903:284:0,up:1555081263476:769--71:0,-9:Down:1555081263916:704:317:0,up:1555081264366:771-99:0,-9:Down:1555081264804:825:208:0,up:1555081266085:670-735:0,-9:Down:1555081266445:647:422:0,up:1555081266692:398-791:0,-9:Down:1555081266940:479:405:0,up:1555081267860:406-532:0,-9:Down:1555081268374:451:436:0,up:1555081268556:527-317:0,-9:Down:1555081268844:538:511:0,up:1555081269028:558-351:0,-9:Down:1555081270084:638:464:0,up:1555081270540:709-771:0,-9:Down:1555081274493:650:716:0,up:1555081274579:650-716:0,-9:Down:1555081276710:471:774:0,up:1555081276795:471-774:0,-9:Down:1555081278006:473:780:0,up:1555081278083:473-780:0,-9:Down:1555081278964:649:832:0,up:1555081279027:649-832:0",2
28,sat,1555081323930,2,600ms,"up:1555081280379:96-96:0,-9:Down:1555081282100:103:137:0,up:1555081282163:103-137:0,-9:Down:1555081282813:118:124:0,up:1555081282899:113-124:0,up:1555081283395:102-126:0,-9:Down:1555081283792:100:157:0,up:1555081283884:100-157:0,up:1555081288083:182-200:0,up:1555081290931:96-89:0,up:1555081291196:96-89:0,up:1555081291507:96-89:0,-9:Down:1555081291941:724:314:0,up:1555081292236:513-215:0,-9:Down:1555081293268:593:202:0,up:1555081293468:508-247:0,-9:Down:1555081294342:568:209:0,up:1555081294764:519-138:0,-9:Down:1555081295198:522:125:0,up:1555081295804:560-380:0,-9:Down:1555081296078:607:225:0,up:1555081296276:706-548:0,-9:Down:1555081296557:727:377:0,up:1555081296813:659-507:0,-9:Down:1555081297019:743:388:0,up:1555081297221:475-500:0,-9:Down:1555081297443:628:324:0,up:1555081297756:587-444:0,-9:Down:1555081298078:561:457:0,up:1555081298388:630-213:0,-9:Down:1555081298934:630:213:0,up:1555081299580:580-70:0,-9:Down:1555081299956:616:283:0,up:1555081300166:550--71:0,-9:Down:1555081300620:417:283:0,up:1555081302404:743-229:0,-9:Down:1555081302909:691:463:0,up:1555081304412:645-478:0,-9:Down:1555081304661:533:232:0,up:1555081305308:456-258:0,-9:Down:1555081305596:527:151:0,up:1555081305796:591-474:0,-9:Down:1555081306132:607:259:0,up:1555081306292:692-497:0,-9:Down:1555081306588:715:296:0,up:1555081307116:546-617:0,-9:Down:1555081307415:731:440:0,up:1555081309861:593-663:0,-9:Down:1555081311477:606:502:0,up:1555081311621:662-400:0,-9:Down:1555081312069:616:454:0,up:1555081312220:683-298:0,-9:Down:1555081312685:605:415:0,up:1555081312830:696-241:0,-9:Down:1555081313173:684:485:0,up:1555081313292:498-151:0,-9:Down:1555081313700:533:337:0,up:1555081314236:906-422:0,-9:Down:1555081314758:777:240:0,up:1555081316012:567-564:0,-9:Down:1555081316368:588:296:0,up:1555081316976:698-653:0,-9:Down:1555081317261:757:458:0,up:1555081317796:868-322:0,-9:Down:1555081318174:843:420:0,up:1555081318355:577-18:0,-9:Down:1555081318844:600:203:0,up:1555081319316:938-587:0,-9:Down:1555081319645:939:428:0,up:1555081320716:467-610:0,-9:Down:1555081321069:611:512:0,up:1555081321187:945-118:0,-9:Down:1555081321557:833:337:0,up:1555081322412:326-615:0,-9:Down:1555081323308:602:335:0,up:1555081324036:458-938:0,-9:Down:1555081324564:556:435:0,up:1555081324708:475-435:0,-9:Down:1555081325909:648:717:0,up:1555081325995:648-717:0,-9:Down:1555081328053:543:784:0,up:1555081328132:543-784:0,-9:Down:1555081328869:618:834:0,up:1555081328963:618-834:0",2
29,sat,"1555081328978:4832,1555081334598:4835,1555081351878:1543,1555081360392",2,400ms,"-9:Down:1555081330294:112:159:0,up:1555081330371:112-159:0,up:1555081334348:191-189:0,up:1555081340140:87-78:0,up:1555081340427:87-78:0,up:1555081340676:87-78:0,up:1555081340883:87-78:0,-9:Down:1555081341405:722:426:0,up:1555081341716:442-270:0,-9:Down:1555081343324:587:290:0,up:1555081344477:518-486:0,-9:Down:1555081344796:558:289:0,up:1555081345748:677-605:0,-9:Down:1555081346596:593:302:0,up:1555081347237:576-519:0,-9:Down:1555081348742:709:394:0,up:1555081349836:593-472:0,-9:Down:1555081350246:679:360:0,up:1555081351813:556-510:0,-9:Down:1555081353340:626:450:0,up:1555081354196:507-597:0,1543:Down:1555081354934:507:597:0,up:1555081355035:507-597:0,1543:Down:1555081355158:507:597:0,up:1555081357228:412-584:0,up:1555081358091:91-105:0,up:1555081358300:91-105:0,-9:Down:1555081358806:588:402:0,up:1555081359060:603-196:0,up:1555081360147:110-115:0,-9:Down:1555081361293:592:711:0,up:1555081361380:592-711:0,-9:Down:1555081361844:586:717:0,up:1555081361899:586-717:0,-9:Down:1555081362715:540:779:0,up:1555081362763:540-779:0,-9:Down:1555081363276:614:824:0,up:1555081363339:614-824:0",2
30,sat,"1555081363611:666,1555081369326:438,1555081371179:1198,1555081372559:80,1555081373793:72,1555081373995:228,1555081374597:13,1555081375001:9,1555081375204:169,1555081375588:217,1555081376060:9,1555081376510:144,1555081376712:8,1555081377318:46,1555081377508:108,1555081379016:205,1555081379643:324,1555081380161:109",3,1ms,"666:Down:1555081365175:97:153:0,up:1555081365251:97-153:0,up:1555081369075:181-197:0,up:1555081370724:107-92:0,up:1555081370964:105-91:0,up:1555081371163:105-91:0,up:1555081371508:105-91:0,-9:Down:1555081372079:856:338:0,up:1555081372613:597-163:0,80:Down:1555081372908:707:226:0,up:1555081374125:435-135:0,228:Down:1555081374324:437:132:0,up:1555081375100:488-659:0,169:Down:1555081375380:487:370:0,up:1555081375592:821-611:0,217:Down:1555081375852:813:493:0,up:1555081376061:537-655:0,9:Down:1555081376277:672:462:0,up:1555081377396:301-761:0,108:Down:1555081377628:379:525:0,up:1555081378220:391-516:0,up:1555081379011:93-110:0,up:1555081379188:93-110:0,up:1555081379387:93-110:0,-9:Down:1555081379910:517:386:0,up:1555081380100:525-306:0,109:Down:1555081381060:580:721:0,up:1555081381123:580-721:0,109:Down:1555081381917:611:778:0,up:1555081381979:611-778:0,109:Down:1555081382678:632:819:0,up:1555081382731:632-819:0",2
31,sat,1555081420407,1,850ms,"-9:Down:1555081383878:102:164:0,up:1555081383931:102-164:0,up:1555081388459:192-195:0,up:1555081390635:104-91:0,up:1555081390923:104-91:0,up:1555081391227:104-91:0,up:1555081391443:104-91:0,-9:Down:1555081393380:721:385:0,up:1555081393556:644-311:0,-9:Down:1555081393996:634:292:0,up:1555081394180:691-361:0,-9:Down:1555081394868:726:412:0,up:1555081395052:534-328:0,-9:Down:1555081396004:641:342:0,up:1555081396198:407-358:0,-9:Down:1555081396676:453:367:0,up:1555081396780:461-288:0,-9:Down:1555081397204:466:272:0,up:1555081397516:549-351:0,-9:Down:1555081398444:613:376:0,up:1555081399052:783-437:0,-9:Down:1555081399420:784:438:0,up:1555081399748:738-428:0,-9:Down:1555081404980:802:281:0,up:1555081405412:680-692:0,-9:Down:1555081405812:536:292:0,up:1555081406116:515-543:0,-9:Down:1555081406404:665:427:0,up:1555081406679:556-629:0,-9:Down:1555081410819:725:409:0,up:1555081411764:719-481:0,-9:Down:1555081412372:673:399:0,up:1555081412572:777-238:0,-9:Down:1555081413093:600:50:0,up:1555081413203:600-49:0,-9:Down:1555081413509:580:366:0,up:1555081413716:485--71:0,-9:Down:1555081414293:501:200:0,up:1555081415541:582-185:0,-9:Down:1555081415869:572:59:0,up:1555081416003:707-265:0,-9:Down:1555081416309:685:190:0,up:1555081416525:577-372:0,-9:Down:1555081416820:599:260:0,up:1555081416941:740-517:0,-9:Down:1555081417340:712:328:0,up:1555081417628:706-563:0,-9:Down:1555081417892:821:394:0,up:1555081418030:699-537:0,-9:Down:1555081418300:792:455:0,up:1555081418452:770-486:0,-9:Down:1555081419397:743:494:0,up:1555081419588:636-542:0,-9:Down:1555081420148:669:455:0,up:1555081420372:623-623:0,-9:Down:1555081422949:353:539:0,up:1555081423132:474-409:0,-9:Down:1555081423860:654:572:0,up:1555081424148:778-358:0,-9:Down:1555081425461:650:722:0,up:1555081425547:650-721:0,-9:Down:1555081426388:473:780:0,up:1555081426451:473-780:0,-9:Down:1555081426948:599:827:0,up:1555081427011:599-827:0",2
32,map,"1555077067839:4099,1555077080504:3633,1555077095138:3277,1555077101181:1716,1555077103635:851,1555077112454:3831",4,400ms,"4099:Down:1555077076459:104:158:0,up:1555077076597:104-158:0,up:1555077080245:128-191:0,up:1555077094389:109-92:0,up:1555077095133:104-90:0,3277:Down:1555077100048:1055:266:0,up:1555077100472:716-531:0,-9:Down:1555077100944:931:208:0,up:1555077101374:767-545:0,1716:Down:1555077103343:1014:283:0,up:1555077103806:876-514:0,851:Down:1555077105167:986:238:0,up:1555077105573:986-238:0,up:1555077111485:104-114:0,up:1555077112197:104-114:0,3831:Down:1555077118655:586:723:0,up:1555077118796:586-723:0,3831:Down:1555077120262:670:784:0,up:1555077120373:670-784:0,3831:Down:1555077121207:647:822:0,up:1555077121301:647-822:0",3
33,map,"1555077121592:13663,1555077159560:6020,1555077167031:3030,1555077177449:12546",2,1500ms,"-9:Down:1555077134185:104:164:0,up:1555077134429:104-164:0,up:1555077137772:129-191:0,up:1555077142293:96-91:0,up:1555077144845:96-91:0,-9:Down:1555077154014:916:172:0,up:1555077154437:723-515:0,-9:Down:1555077159328:905:306:0,up:1555077159662:786-450:0,-9:Down:1555077161183:885:336:0,up:1555077161494:851-444:0,-9:Down:1555077163742:918:345:0,up:1555077164061:915-383:0,6020:Down:1555077166814:1105:178:0,up:1555077167389:975-501:0,3030:Down:1555077172894:536:784:0,up:1555077173004:536-784:0,up:1555077176468:101-121:0,up:1555077177188:101-121:0,12546:Down:1555077196566:585:720:0,up:1555077196708:585-720:0,12546:Down:1555077197950:627:826:0,up:1555077198068:627-826:0",3
34,map,"1555077198342:966,1555077205100:150,1555077209528:116,1555077210161:123,1555077211765:17,1555077212759:31,1555077213732:77",5,1ms,"966:Down:1555077201958:113:171:0,up:1555077202116:113-171:0,up:1555077204852:129-185:0,up:1555077209524:98-79:0,up:1555077210156:98-79:0,123:Down:1555077211525:848:179:0,up:1555077212005:710-505:0,17:Down:1555077212533:930:253:0,up:1555077212869:827-568:0,31:Down:1555077213493:981:302:0,up:1555077213901:895-560:0,77:Down:1555077216732:741:782:0,up:1555077216836:741-782:0,77:Down:1555077217956:582:722:0,up:1555077218044:582-722:0,77:Down:1555077218853:642:827:0,up:1555077218964:642-827:0",3
35,map,"1555077218980:11051,1555077235220:9925,1555077254249:9188,1555077272491:7,1555077272738",2,1100ms,"11051:Down:1555077231752:100:162:0,up:1555077231917:100-162:0,up:1555077234964:142-198:0,up:1555077245764:95-91:0,up:1555077246549:98-86:0,-9:Down:1555077249742:917:170:0,up:1555077250174:769-534:0,-9:Down:1555077252662:999:206:0,up:1555077253398:857-526:0,-9:Down:1555077254005:985:220:0,up:1555077254325:935-346:0,9188:Down:1555077264629:539:784:0,up:1555077264756:539-784:0,9188:Down:1555077268237:584:722:0,up:1555077268324:584-722:0,up:1555077271837:99-120:0,up:1555077272485:99-120:0,-9:Down:1555077277229:634:823:0,up:1555077277348:634-823:0",3
36,map,"1555077277623:19783,1555077332506:16511",2,2000ms,"-9:Down:1555077280749:634:823:0,up:1555077282788:258-753:0,19783:Down:1555077299800:100:156:0,up:1555077300013:100-156:0,up:1555077303644:143-191:0,up:1555077320925:100-83:0,up:1555077321645:100-83:0,-9:Down:1555077325695:884:204:0,up:1555077326134:742-569:0,-9:Down:1555077326552:892:220:0,up:1555077326910:796-548:0,-9:Down:1555077332191:914:326:0,up:1555077332606:850-427:0,16511:Down:1555077355341:544:778:0,up:1555077355500:544-778:0,16511:Down:1555077356685:585:721:0,up:1555077356804:585-721:0,16511:Down:1555077360134:644:832:0,up:1555077360269:644-832:0",3
37,map,"1555077360285:8579,1555077373940:7682,1555077387737:7441",2,850ms,"8579:Down:1555077370340:102:159:0,up:1555077370437:102-159:0,up:1555077373684:132-187:0,up:1555077383077:97-90:0,up:1555077383764:97-90:0,-9:Down:1555077386677:932:185:0,up:1555077387141:738-529:0,-9:Down:1555077387511:1006:185:0,up:1555077387934:818-588:0,7441:Down:1555077402653:539:787:0,up:1555077402764:539-787:0,7441:Down:1555077405326:588:720:0,up:1555077405437:588-720:0,7441:Down:1555077406622:630:825:0,up:1555077406709:630-825:0",3
38,map,"1555077406733:6033,1555077417391:5428,1555077428032:3541,1555077435218:7,1555077435468:2416",3,600ms,"6033:Down:1555077414177:104:164:0,up:1555077414269:104-164:0,up:1555077417133:120-188:0,up:1555077423093:99-88:0,up:1555077423604:99-88:0,-9:Down:1555077425359:893:195:0,up:1555077425718:727-490:0,-9:Down:1555077426077:961:186:0,up:1555077426430:814-523:0,-9:Down:1555077427767:968:289:0,up:1555077428142:910-400:0,up:1555077434685:102-113:0,up:1555077435213:102-113:0,-9:Down:1555077437583:609:787:0,up:1555077437669:609-787:0,2416:Down:1555077438470:581:725:0,up:1555077438605:581-725:0,2416:Down:1555077439550:641:830:0,up:1555077439661:641-830:0",3
39,map,"1555077439941:1136,1555077447023:952,1555077451993:798,1555077456633:457,1555077457849:344",5,110ms,"1136:Down:1555077443352:105:169:0,up:1555077443429:105-169:0,up:1555077446773:141-194:0,up:1555077451989:99-88:0,up:1555077452222:99-88:0,798:Down:1555077456384:832:291:0,up:1555077456750:730-581:0,457:Down:1555077457576:897:285:0,up:1555077457926:834-408:0,344:Down:1555077463631:747:779:0,up:1555077463725:747-779:0,344:Down:1555077464878:586:723:0,up:1555077464956:586-723:0,344:Down:1555077465918:637:826:0,up:1555077466005:637-826:0",3
